   3.85 0.66172 1.0007 0.37066 1.0133 0.62075 0.71435 0.25351 0.0056002 -0.013481 0.00012396 0.42763 0.62217 
    3.9 0.67638 1.0008 0.37041 1.0133 0.64561 0.74862 0.31899 0.0012253 0.0038955 -0.0020459 0.54423 0.71516 
   3.95 0.69218 1.0008 0.37103 1.0131 0.67272 0.78261 0.29906 -0.0032526 0.020276 -0.0043979 0.51521 0.6146 
      4 0.70501 1.0005 0.37235 1.0129 0.6948 0.80753 0.20314 -0.0066648 0.031412 -0.006296 0.34779 0.36221 
   4.05 0.7117 1.0002 0.37404 1.0125 0.70598 0.81755 0.059802 -0.0081852 0.034732 -0.007231 0.089999 0.032724 
    4.1 0.71085 0.99976 0.37569 1.0122 0.70356 0.81094 -0.09153 -0.0075112 0.029785 -0.0069744 -0.18232 -0.28849 
   4.15 0.70308 0.99944 0.37691 1.0118 0.68882 0.79015 -0.21115 -0.0049103 0.018167 -0.0056445 -0.39125 -0.52331 
    4.2 0.69077 0.99929 0.37744 1.0116 0.66641 0.76101 -0.2692 -0.0011349 0.0030609 -0.0036548 -0.48291 -0.61537 
   4.25 0.67741 0.99933 0.37722 1.0115 0.64275 0.73138 -0.25306 0.0027796 -0.011534 -0.0015685 -0.44215 -0.54306 
    4.3 0.66659 0.99955 0.37636 1.0114 0.62405 0.70911 -0.17014 0.0057928 -0.021811 7.2391e-05 -0.29099 -0.32805 
   4.35 0.6611 0.99988 0.37516 1.0115 0.61473 0.69993 -0.045234 0.0071426 -0.025191 0.00088477 -0.075904 -0.032204 
    4.4 0.66219 1.0002 0.37397 1.0115 0.61659 0.70582 0.086781 0.0065456 -0.021061 0.00071617 0.14707 0.25992 
   4.45 0.66931 1.0005 0.37315 1.0115 0.62866 0.7245 0.19078 0.004254 -0.010901 -0.00034126 0.32386 0.46789 
    4.5 0.68036 1.0006 0.37293 1.0115 0.64748 0.75033 0.24079 0.00095771 0.0022315 -0.0019814 0.41169 0.54018 
   4.55 0.6923 1.0006 0.37336 1.0113 0.66796 0.77607 0.22633 -0.0024282 0.014673 -0.0037554 0.3887 0.46697 
    4.6 0.70202 1.0004 0.37433 1.0111 0.6846 0.79507 0.1543 -0.0050186 0.023205 -0.0051834 0.26195 0.2778 
   4.65 0.70713 1.0001 0.37559 1.0108 0.69303 0.80285 0.046181 -0.0061829 0.025838 -0.0058853 0.06809 0.028431 
    4.7 0.70653 0.99982 0.37681 1.0105 0.69123 0.79801 -0.068258 -0.0056866 0.022194 -0.0056915 -0.13671 -0.21565 
   4.75 0.7007 0.99958 0.37772 1.0103 0.68014 0.78239 -0.15895 -0.0037302 0.013473 -0.0046885 -0.29493 -0.39407 
    4.8 0.69142 0.99946 0.37811 1.0101 0.6632 0.76043 -0.20324 -0.00088299 0.0021014 -0.0031816 -0.36611 -0.4638 
   4.85 0.68132 0.99949 0.37794 1.0099 0.64521 0.73809 -0.19155 0.0020735 -0.0088886 -0.0015923 -0.33754 -0.40934 
    4.9 0.67312 0.99966 0.37728 1.0099 0.63087 0.7213 -0.12935 0.0043559 -0.016631 -0.00033208 -0.22427 -0.24786 
   4.95 0.66892 0.99991 0.37636 1.0099 0.62362 0.71433 -0.035255 0.0053896 -0.019197 0.000302 -0.060867 -0.025908 
      5 0.66968 1.0002 0.37545 1.0099 0.6249 0.71867 0.064531 0.0049577 -0.016122 0.00018828 0.10945 0.19374 
